</s>,9585
<s>,9585
que,2160
🤣,2159
va,1338
no,1335
de,1096
a,1018
si,982
la,962
y,937
?,874
el,838
ya,803
me,729
😅,712
es,646
en,576
lo,570
se,555
te,468
gracias,434
yo,366
bro,365
pero,363
por,362
xd,333
.,316
un,303
para,287
le,284
mi,265
con,260
🥺,259
jajaja,255
las,254
ahhh,243
bien,241
los,239
muchas,214
está,213
vale,201
onda,200
una,193
eso,192
como,174
o,167
todo,161
al,153
entonces,152
hola,150
simón,149
hay,142
más,142
creo,138
😎,138
voy,135
solo,134
tu,134
nos,133
del,132
bueno,131
este,127
😮,127
buenas,126
porque,124
manches,120
jaja,118
pa,109
pues,109
👌,109
oye,108
así,105
tengo,103
mañana,101
jajajaja,100
ver,100
😊,100
ando,99
sipi,99
qué,98
ahí,97
okey,94
muy,91
algo,90
hoy,90
profe,88
jeje,87
chale,86
eee,86
estás,84
nada,84
2,83
cómo,81
padrino,81
😂,81
😬,80
ir,79
tío,78
hacer,77
cuando,76
jsjs,76
compañero,75
hasta,75
dice,74
ese,74
listo,73
mejor,73
jejeje,72
tardes,72
sip,71
dijo,70
eeee,70
brou,69
también,69
nmms,66
su,66
1,65
estoy,65
mamá,65
esa,64
madrina,64
😞,64
aquí,63
son,63
deja,62
tú,62
hijak,61
compañeros,60
esta,60
mensaje,60
temachtiani,60
ahorita,59
alaaaaa,58
digo,58
sí,58
tienes,58
vemos,58
verdad,58
alv,57
buenos,57
igual,56
😀,56
30,55
hora,55
días,54
mucho,54
sabes,53
vamos,53
apa,52
3,51
ntp,50
we,50
menos,49
fue,48
noches,48
chido,47
cierto,47
favor,47
paso,47
quieres,47
día,46
había,46
vez,46
soy,45
sé,45
tarde,45
alaaaaaa,44
andas,44
aranza,44
bestia,44
clase,44
esto,44
josé,44
todavía,44
😃,43
ahora,42
alaaaa,41
casi,41
era,41
puedo,41
ser,41
todos,41
les,40
oooo,40
poco,40
tiene,40
😭,40
escuela,39
estar,39
otra,39
trabajo,39
vlv,39
8,38
jsjsjs,38
ni,38
veeeeeeeeerde,38
espero,37
falta,37
grupo,37
mis,37
tiempo,37
uno,37
buen,36
ojalá,36
ve,36
casa,35
iba,35
ma,35
quedó,35
siii,35
allá,34
disculpa,34
eliminaste,34
mmm,34
nadamás,34
otro,34
parte,34
veo,34
😩,34
10,33
alan,33
siempre,33
sobre,33
tal,33
van,33
5,32
equisde,32
estaba,32
estuvo,32
tarea,32
4,31
disculpe,31
fin,31
hecho,31
hermano,31
mira,31
momento,31
perdón,31
todas,31
😄,31
6,30
acabo,30
anda,30
apenas,30
decir,30
están,30
excelente,30
pasa,30
puede,30
sin,30
ví,30
hice,29
jajaj,29
llegar,29
problema,29
quiero,29
salir,29
12,28
chalesnt,28
hago,28
igualmente,28
namás,28
pasar,28
unos,28
vans,28
ahhhh,27
dije,27
hace,27
he,27
mal,27
mismo,27
mmmm,27
neta,27
puedes,27
vas,27
vaz,27
😁,27
dinero,26
jajajajaja,26
salió,26
sería,26
aviso,25
dónde,25
ella,25
mí,25
pasó,25
quien,25
sabe,25
último,25
7,24
alaaaaaaa,24
antes,24
ayer,24
cosas,24
haciendo,24
jejejeje,24
pregunta,24
sábado,24
😥,24
da,23
efecto,23
equipo,23
eres,23
jajajja,23
noche,23
nop,23
primero,23
quiere,23
😓,23
aunque,22
crees,22
dar,22
gasto,22
luego,22
ooooo,22
pago,22
ah,21
andamos,21
cuenta,21
cuál,21
examen,21
mando,21
necesito,21
número,21
parece,21
perfecto,21
plox,21
sea,21
semana,21
siento,21
🙏,21
desde,20
ha,20
jajajaj,20
jajajjaja,20
manera,20
tan,20
tema,20
tenemos,20
xddd,20
🔥,20
acá,19
buena,19
denada,19
entiendo,19
envío,19
esos,19
hizo,19
jueves,19
llegó,19
nel,19
ondi,19
pensé,19
rato,19
siiii,19
tener,19
ti,19
tus,19
vavava,19
viendo,19
😍,19
chance,18
mins,18
profa,18
tenía,18
ubicación,18
ufff,18
viernes,18
(,17
),17
asi,17
cosa,17
fuck,17
jajajajja,17
libre,17
nosotros,17
nuevo,17
poner,17
puso,17
tenga,17
tienen,17
toca,17
verde,17
¿,17
dijeron,16
estos,16
jefa,16
lunes,16
nooo,16
nunca,16
pedo,16
preocupe,16
queda,16
responsabilidad,16
smn,16
super,16
unas,16
usted,16
ven,16
última,16
🤔,16
!,15
_,15
ahhhhh,15
aqui,15
cada,15
clases,15
contigo,15
después,15
dicen,15
estado,15
hija,15
hijos,15
info,15
media,15
medio,15
ondaaaa,15
papi,15
puse,15
quería,15
según,15
tanto,15
uffff,15
alguien,14
andaba,14
bonita,14
brooo,14
comprar,14
cuídate,14
debes,14
dieron,14
eiii,14
ejemplo,14
estamos,14
gastos,14
oki,14
ooo,14
opción,14
poder,14
podría,14
pos,14
tampoco,14
tempra,14
temprano,14
toda,14
visto,14
😯,14
🥲,14
ahh,13
avisas,13
años,13
broo,13
carnal,13
cel,13
debe,13
dicho,13
estas,13
feliz,13
feo,13
gusta,13
internet,13
junta,13
lic,13
llama,13
maneras,13
mas,13
nadie,13
ok,13
olv,13
osea,13
pido,13
profesora,13
puedas,13
saliendo,13
semestre,13
será,13
simon,13
tuuu,13
ufffa,13
vaaaa,13
valió,13
veces,13
vida,13
15,12
9,12
acuerdo,12
checo,12
compas,12
compu,12
conmigo,12
creas,12
cual,12
darle,12
final,12
foto,12
fueron,12
jajjaa,12
jalo,12
llevo,12
mmmmm,12
nombre,12
oyeee,12
parecer,12
peeeeero,12
podemos,12
proyecto,12
sabía,12
sale,12
salgo,12
seguro,12
sii,12
ustedes,12
alaaa,11
alaaaaaaaa,11
algunas,11
avr,11
año,11
cualquier,11
cuanto,11
dan,11
dejo,11
descansa,11
digas,11
domingo,11
donde,11
drive,11
encargo,11
entre,11
entrega,11
esas,11
estaría,11
familia,11
fui,11
hacienda,11
hiciste,11
holaaa,11
imagino,11
jajajjaa,11
llego,11
llegué,11
mai,11
perro,11
podrías,11
porfa,11
pueden,11
sigue,11
súper,11
uffa,11
vavavava,11
whatsapp,11
🎂,11
🥳,11
algunos,10
archivo,10
bob,10
chida,10
distancia,10
duda,10
eeeee,10
evidencias,10
fis,10
haber,10
hacerlo,10
haz,10
jsjsj,10
lado,10
llegamos,10
mames,10
mandar,10
meter,10
moleste,10
ouuu,10
pasado,10
problemas,10
recuerdo,10
siguiente,10
simona,10
subir,10
sus,10
tareas,10
tuve,10
vaya,10
vi,10
💪,10
😋,10
😜,10
🥚,10
11,9
abrieron,9
acaba,9
adjunto,9
ahi,9
alejandre,9
andrés,9
aparte,9
busco,9
cambio,9
canción,9
cerca,9
chingón,9
comandante,9
contesta,9
correo,9
cree,9
duele,9
ellos,9
entendí,9
entrar,9
estuve,9
favorsote,9
forma,9
gmail,9
grande,9
hablar,9
hijaaaaaak,9
horario,9
jefe,9
llegue,9
martes,9
mañanita,9
misma,9
mmmmta,9
otros,9
oyeeeee,9
pagar,9
pesado,9
preocupes,9
profes,9
profesor,9
pura,9
pusieron,9
página,9
r,9
razones,9
saber,9
servicio,9
somos,9
subió,9
trabajar,9
vaaa,9
vea,9
ves,9
viste,9
x,9
éxito,9
👍,9
algún,8
ayudar,8
baja,8
bonito,8
camión,8
cara,8
caso,8
comer,8
confirmo,8
contestar,8
coppel,8
datos,8
dejaron,8
demanda,8
diferentes,8
dios,8
dió,8
domínguez,8
ejercicios,8
entrenar,8
ernesto,8
escribir,8
escucho,8
escuché,8
esperar,8
estaban,8
fecha,8
función,8
gusto,8
hijaaaak,8
hijo,8
"https://maps.google.com/?q=19.644920349121094,-99.26240539550781",8
jajajajajaja,8
jajja,8
jaret,8
llega,8
llegando,8
llevar,8
muchos,8
necesita,8
noooo,8
olvidó,8
otras,8
pasaron,8
pongo,8
poquito,8
preguntar,8
primer,8
primera,8
próxima,8
pueda,8
punto,8
quieren,8
quién,8
razón,8
reporte,8
semanas,8
tomar,8
ufffas,8
ufffff,8
vayas,8
vcf,8
venir,8
wey,8
😳,8
🫡,8
13,7
acabó,7
agregué,7
amigos,7
andan,7
brazo,7
brous,7
buscar,7
chaaaaaaaaalesnt,7
checa,7
checar,7
contacto,7
cuentas,7
cumple,7
dale,7
damos,7
debemos,7
debo,7
deje,7
dejó,7
demasiado,7
dices,7
dijiste,7
dime,7
documento,7
e,7
encontré,7
encuentre,7
entregar,7
esperamos,7
esperando,7
esperemos,7
estaré,7
facebook,7
faltan,7
felicidades,7
fuiste,7
ganas,7
ganó,7
genial,7
hablo,7
hacemos,7
hermana,7
hijaaaaak,7
holaaaa,7
holaaaaa,7
ingeniero,7
irás,7
jajaa,7
jajjajaja,7
jejejje,7
larga,7
link,7
línea,7
mandaron,7
mandé,7
mes,7
mientras,7
minutos,7
miércoles,7
modo,7
mío,7
nooooo,7
oiga,7
paro,7
pasando,7
pase,7
peeeero,7
peor,7
pide,7
plan,7
presupuesto,7
pude,7
puro,7
pásame,7
quedar,7
quisiera,7
reales,7
resultados,7
rodilla,7
rosquilla,7
salí,7
saúl,7
serena,7
siente,7
sigo,7
tambien,7
tengas,7
tía,7
vaaaaa,7
vacaciones,7
vayan,7
veeeeerde,7
veeerde,7
why,7
único,7
😵,7
40,6
50,6
análisis,6
apaaaa,6
aparece,6
apartado,6
ayuda,6
aún,6
brouuu,6
buscando,6
c,6
carrera,6
club,6
comento,6
comida,6
confirmar,6
conoces,6
cuadro,6
cuales,6
cumpleaños,6
cuáles,6
cuánto,6
das,6
demás,6
descanso,6
di,6
diciendo,6
dile,6
doy,6
drago,6
entendido,6
entro,6
enviar,6
exacto,6
extra,6
fiesta,6
finales,6
fácil,6
gaver,6
gustaría,6
gustó,6
hacen,6
haga,6
has,6
horas,6
hubo,6
ibas,6
iiiiiiiiira,6
intereses,6
ja,6
jajajajjaja,6
jajajjajaja,6
jajjaja,6
janeth,6
libro,6
llorar,6
manda,6
mande,6
mitad,6
mucha,6
necesitamos,6
necesitas,6
números,6
ondaaa,6
ondaaaaa,6
ondaaaaaa,6
oooooo,6
ou,6
oyeeee,6
paga,6
papel,6
pasas,6
pdf,6
peeeeeeero,6
perdió,6
planeado,6
pm,6
pregunto,6
presentación,6
procedimiento,6
quedé,6
queso,6
quieras,6
resultado,6
rápido,6
s,6
saco,6
salón,6
señora,6
shit,6
sigues,6
simulación,6
sirve,6
supone,6
tantito,6
teléfono,6
ten,6
teniendo,6
teoría,6
terminando,6
tio,6
tlatoani,6
traigo,6
tuuuuu,6
urge,6
usar,6
vengo,6
ventas,6
veía,6
video,6
viene,6
vino,6
windows,6
x2,6
xdddd,6
🎉,6
👏,6
😉,6
😔,6
😢,6
100,5
19,5
20,5
28,5
abrazote,5
abrir,5
acabamos,5
adelante,5
afecta,5
alguna,5
anabel,5
analisis,5
apoco,5
apoyo,5
arriba,5
atención,5
avanzada,5
baba,5
bancoppel,5
baño,5
broooo,5
café,5
cancelaron,5
captura,5
casualidad,5
chidos,5
chingo,5
ciclo,5
com,5
compa,5
comparto,5
completa,5
completo,5
comprobante,5
conclusión,5
corta,5
costos,5
culero,5
cumplir,5
cálculo,5
dame,5
deben,5
decía,5
dejamos,5
depende,5
descansar,5
dia,5
difícil,5
diga,5
disfrutar,5
dormir,5
dos,5
doña,5
dé,5
eiiii,5
ellas,5
empezar,5
empiezo,5
enviado,5
eran,5
escucha,5
escuchado,5
esté,5
estés,5
faltaría,5
fucking,5
fuimos,5
funciona,5
funciones,5
fué,5
generalmente,5
guayabo,5
habías,5
haces,5
han,5
hayas,5
hrs,5
i,5
importante,5
información,5
instrucciones,5
invitación,5
jajajajajajaja,5
jajajajjaa,5
jareth,5
largo,5
leer,5
lejos,5
libros,5
lista,5
llamada,5
loco,5
luz,5
límite,5
mapa,5
materias,5
mayoría,5
meme,5
mercado,5
miedo,5
miranda,5
mmmta,5
molesta,5
molesto,5
mundo,5
n,5
ohhh,5
oieeeee,5
okay,5
olvidado,5
ouuuu,5
pan,5
papá,5
paquete,5
paquetería,5
pareja,5
pasaste,5
pedir,5
pendejo,5
pequeño,5
personas,5
poli,5
prepa,5
pronto,5
proyectos,5
ratito,5
recuerda,5
respuesta,5
sacar,5
salen,5
salimos,5
san,5
segunda,5
señor,5
show,5
siiiii,5
t,5
tardar,5
temas,5
tenis,5
tipo,5
trata,5
uso,5
uste,5
vato,5
vava,5
vectorial,5
volver,5
vrgamo,5
vídeos,5
wacha,5
web,5
xdd,5
xfis,5
z,5
ándale,5
acaban,4
acabe,4
acordé,4
afuera,4
agrego,4
ahuevo,4
aiudaaaa,4
alaaaaaaaaa,4
alaaaaaaaaaaa,4
alb,4
alcanzamos,4
am,4
anoté,4
apaaa,4
apinalan,4
apá,4
asistir,4
avisar,4
base,4
bendiga,4
box,4
carta,4
chaaaa,4
chaaaaa,4
chat,4
chava,4
chile,4
chiste,4
chulo,4
claro,4
compañera,4
competencia,4
compra,4
conocido,4
conseguir,4
contesto,4
contestó,4
corto,4
credencial,4
cumplas,4
dado,4
debería,4
decidimos,4
decirte,4
dejar,4
dejé,4
deposita,4
deposites,4
depósito,4
des,4
descargar,4
dias,4
dificil,4
discretas,4
disponible,4
documentos,4
dominio,4
dormida,4
duro,4
dándole,4
ee,4
eeeeee,4
efe,4
ejercicio,4
electrónica,4
enrique,4
entender,4
enterado,4
entregué,4
espera,4
estabas,4
estan,4
estudiar,4
estudios,4
estábamos,4
exactamente,4
explicación,4
explicar,4
exámenes,4
f,4
falla,4
faltó,4
flow,4
formato,4
fotos,4
fuerzas,4
general,4
gpi,4
gráfica,4
hablando,4
hable,4
hablé,4
habló,4
hacía,4
haya,4
hipótesis,4
hoja,4
hubiera,4
idea,4
iiiiira,4
iiiira,4
imagínate,4
imprimir,4
inicio,4
instalar,4
integral,4
irnos,4
izcalli,4
jajajaa,4
jajajaaja,4
jajajajajja,4
jajajajjajaja,4
jaua,4
jejej,4
jsjjs,4
jsjsjsjs,4
junto,4
kg,4
like,4
listos,4
literatura,4
llegaron,4
lleva,4
llueve,4
luki,4
malo,4
mandaste,4
maratónica,4
marca,4
matemáticas,4
mau,4
memoria,4
mensajes,4
meses,4
minuto,4
miri,4
mmmmmm,4
molestando,4
molestarte,4
molestes,4
molestia,4
muchísimas,4
méxico,4
na,4
necesario,4
nisiquiera,4
nombres,4
nota,4
nuestras,4
nuestro,4
nuestros,4
nueva,4
oficial,4
ojo,4
ondaaaaaaaaaaa,4
opinan,4
outlook,4
pablo,4
padre,4
pagando,4
pagues,4
palabras,4
pasada,4
patada,4
pedos,4
película,4
pensando,4
perame,4
perder,4
perdí,4
personal,4
peso,4
pesos,4
placer,4
podré,4
podía,4
pone,4
ponerlo,4
porfis,4
potencial,4
pregunté,4
preguntó,4
presionando,4
proceso,4
pruebas,4
práctica,4
próximo,4
ptm,4
puntos,4
puta,4
quedando,4
quede,4
quedo,4
quita,4
ra,4
raro,4
re,4
realidad,4
regresar,4
reunión,4
rifado,4
risa,4
ropa,4
sala,4
salieron,4
salio,4
series,4
serían,4
simples,4
sino,4
siquiera,4
sola,4
sorpresa,4
sticker,4
subo,4
suele,4
surgió,4
ta,4
tabla,4
tardanza,4
tarjeta,4
teams,4
tendrás,4
tendré,4
tenido,4
teoria,4
to,4
tocó,4
tomando,4
tomo,4
trabajado,4
trabajando,4
traer,4
tuvo,4
up,4
uyyy,4
vacuna,4
valen,4
varios,4
vavavva,4
vavavvaa,4
vecino,4
veremos,4
verga,4
vergamo,4
verla,4
videos,4
vienes,4
vimos,4
vs,4
vídeo,4
weee,4
wtf,4
xfa,4
yyyy,4
él,4
🙂,4
🤤,4
🥰,4
🥹,4
0,3
22,3
23,3
24,3
35,3
4.2,3
500,3
600,3
700,3
aa,3
aaaa,3
abdiel,3
abrazo,3
acuérdate,3
aczino,3
adentro,3
adiós,3
agua,3
ahorros,3
alado,3
algun,3
alooooo,3
amo,3
andale,3
andar,3
anexo,3
anotado,3
anotar,3
anotaste,3
apaa,3
aplicaciones,3
arena,3
armar,3
artificial,3
artículo,3
atorado,3
atravesado,3
audio,3
aveces,3
aver,3
avisa,3
bajo,3
banda,3
bernardo,3
beto,3
bezout,3
blanco,3
blowjob,3
boca,3
brooooo,3
broudi,3
busca,3
busque,3
cambiar,3
caminando,3
capturas,3
cartilla,3
cct,3
cena,3
cerrar,3
chamba,3
chidas,3
chisme,3
chuy,3
cita,3
coe,3
coma,3
compartir,3
compro,3
computación,3
computadora,3
comunicarme,3
concepto,3
conclusiones,3
conjuntos,3
conocimos,3
consigue,3
contactar,3
contar,3
contraseña,3
coordinar,3
correcta,3
costumbre,3
cuello,3
cumples,3
código,3
d,3
daba,3
dando,3
dará,3
decidí,3
den,3
dentro,3
desarrollo,3
desperté,3
diario,3
dick,3
dimos,3
directamente,3
diría,3
diste,3
dlv,3
doki,3
dormido,3
duerma,3
dura,3
ecuacion,3
eii,3
ejemplos,3
emm,3
emmm,3
empezó,3
empresas,3
encuentras,3
encuentro,3
enseñar,3
entendía,3
envió,3
error,3
escom,3
escuelas,3
esfuerzo,3
esguincé,3
espanté,3
estarte,3
estudia,3
estudiando,3
euuu,3
exito,3
familiar,3
family,3
fe,3
finanzas,3
formas,3
formulario,3
fuera,3
fuerte,3
fuuuuck,3
fuuuuuuck,3
gente,3
grabar,3
gringos,3
gustan,3
h,3
habia,3
hablas,3
hacerla,3
hacerle,3
hackearon,3
hdp,3
historia,3
hojas,3
horarios,3
hubieras,3
huevo,3
iban,3
identidad,3
iiiiiiira,3
importancia,3
impresora,3
individuales,3
infografía,3
ing,3
ingresos,3
inteligencia,3
interesa,3
inversa,3
investigar,3
investigo,3
irte,3
isa,3
j,3
jajajajaa,3
jajajajaj,3
jajajjjaja,3
jaka,3
jejejej,3
jejejejeje,3
jejejjee,3
jordan,3
jsjss,3
juicio,3
juntas,3
klan,3
l,3
lab,3
laura,3
lectura,3
letra,3
libretas,3
limpieza,3
linea,3
llegaré,3
lleve,3
llora,3
lloviendo,3
locos,3
lomas,3
m,3
madres,3
madrugada,3
mama,3
mamadas,3
mamón,3
man,3
mandas,3
mandó,3
marcas,3
marco,3
materiales,3
mayra,3
mero,3
meteo,3
metio,3
metiste,3
meto,3
metro,3
mia,3
min,3
moderna,3
muñeca,3
my,3
mándame,3
máximo,3
método,3
mía,3
módem,3
naaaa,3
nacer,3
namames,3
nariz,3
necesitaba,3
ningún,3
noo,3
normal,3
notificación,3
novio,3
nuestra,3
numero,3
office,3
ohh,3
oie,3
oieee,3
ojos,3
ondiii,3
ooooooo,3
opcion,3
operaciones,3
paaaa,3
paola,3
partir,3
pasajes,3
pases,3
pd,3
pedido,3
pediste,3
pedí,3
pelea,3
peleas,3
pensado,3
perdieron,3
permiso,3
persona,3
pic,3
pidiendo,3
piensa,3
pienso,3
pinche,3
piso,3
planes,3
plática,3
podrían,3
ponerme,3
porfas,3
porfavor,3
posición,3
potente,3
preguntas,3
preocupen,3
presenciales,3
presión,3
principio,3
probar,3
producto,3
programa,3
prueba,3
préstamo,3
pudo,3
quedamos,3
quedan,3
queeee,3
quitar,3
quite,3
quito,3
rara,3
ready,3
recarga,3
reclamar,3
recordar,3
redactando,3
redactarlo,3
redes,3
referencias,3
refiere,3
regla,3
regresamos,3
regreso,3
reloj,3
repente,3
