yo,no,27,366,0.07377049180327869
😞,😞,27,64,0.421875
.,.,26,316,0.08227848101265822
<s>,ahí,26,9585,0.002712571726656234
<s>,chalesnt,26,9585,0.002712571726656234
<s>,siii,26,9585,0.002712571726656234
a,lo,26,1018,0.025540275049115914
acabo,de,26,30,0.8666666666666667
alaaaaa,</s>,26,58,0.4482758620689655
la,bestia,26,962,0.02702702702702703
lo,mejor,26,570,0.0456140350877193
si,te,26,982,0.026476578411405296
ver,qué,26,100,0.26
ver,si,26,100,0.26
<s>,hay,25,9585,0.0026082420448617634
con,el,25,260,0.09615384615384616
de,mi,25,1096,0.02281021897810219
gracias,por,25,434,0.0576036866359447
jajaj,</s>,25,29,0.8620689655172413
simón,</s>,25,149,0.16778523489932887
sipi,</s>,25,99,0.25252525252525254
vans,</s>,25,28,0.8928571428571429
veeeeeeeeerde,</s>,25,38,0.6578947368421053
ya,te,25,803,0.031133250311332503
😭,😭,25,40,0.625
<s>,alaaaaaaa,24,9585,0.0025039123630672924
<s>,porque,24,9585,0.0025039123630672924
<s>,tu,24,9585,0.0025039123630672924
<s>,un,24,9585,0.0025039123630672924
a,estar,24,1018,0.023575638506876228
así,</s>,24,105,0.22857142857142856
bestia,</s>,24,44,0.5454545454545454
madrina,</s>,24,64,0.375
onda,bro,24,200,0.12
para,el,24,287,0.08362369337979095
simón,simón,24,149,0.1610738255033557
y,yo,24,937,0.025613660618996798
<s>,buenos,23,9585,0.002399582681272822
<s>,le,23,9585,0.002399582681272822
<s>,mmmm,23,9585,0.002399582681272822
<s>,ntp,23,9585,0.002399582681272822
con,la,23,260,0.08846153846153847
que,</s>,23,2160,0.010648148148148148
simón,bro,23,149,0.15436241610738255
vas,a,23,27,0.8518518518518519
ya,lo,23,803,0.028642590286425903
yo,creo,23,366,0.06284153005464481
😂,</s>,23,81,0.2839506172839506
<s>,compañero,22,9585,0.0022952529994783514
<s>,deja,22,9585,0.0022952529994783514
<s>,excelente,22,9585,0.0022952529994783514
<s>,mmm,22,9585,0.0022952529994783514
<s>,nop,22,9585,0.0022952529994783514
<s>,nos,22,9585,0.0022952529994783514
<s>,ooooo,22,9585,0.0022952529994783514
compañero,</s>,22,75,0.29333333333333333
en,efecto,22,576,0.03819444444444445
eso,sí,22,192,0.11458333333333333
estás,</s>,22,84,0.2619047619047619
jajajajaja,</s>,22,26,0.8461538461538461
nada,</s>,22,84,0.2619047619047619
qué,hora,22,98,0.22448979591836735
se,ve,22,555,0.03963963963963964
si,si,22,982,0.02240325865580448
vlv,</s>,22,39,0.5641025641025641
y,el,22,937,0.023479188900747065
y,que,22,937,0.023479188900747065
ya,sabes,22,803,0.0273972602739726
yo,lo,22,366,0.060109289617486336
😄,</s>,22,31,0.7096774193548387
<s>,ah,21,9585,0.002190923317683881
<s>,ahhhh,21,9585,0.002190923317683881
<s>,este,21,9585,0.002190923317683881
a,</s>,21,1018,0.0206286836935167
a,mí,21,1018,0.0206286836935167
alaaaa,</s>,21,41,0.5121951219512195
de,las,21,1096,0.01916058394160584
es,cierto,21,646,0.032507739938080496
gracias,profe,21,434,0.04838709677419355
hasta,el,21,75,0.28
hola,buenas,21,150,0.14
jejejeje,</s>,21,24,0.875
no,lo,21,1335,0.015730337078651686
no,tengo,21,1335,0.015730337078651686
ojalá,y,21,36,0.5833333333333334
onda,</s>,21,200,0.105
por,la,21,362,0.058011049723756904
por,qué,21,362,0.058011049723756904
un,buen,21,303,0.06930693069306931
ya,quedó,21,803,0.026151930261519303
<s>,?,20,9585,0.0020865936358894104
ando,en,20,99,0.20202020202020202
digo,</s>,20,58,0.3448275862068966
el,sábado,20,838,0.02386634844868735
gracias,pa,20,434,0.04608294930875576
hay,que,20,142,0.14084507042253522
ir,a,20,79,0.25316455696202533
listo,</s>,20,73,0.273972602739726
que,la,20,2160,0.009259259259259259
tengo,que,20,103,0.1941747572815534
va,muchas,20,1338,0.014947683109118086
vaz,a,20,27,0.7407407407407407
we,</s>,20,50,0.4
ya,está,20,803,0.024906600249066
<s>,1,19,9585,0.00198226395409494
<s>,ahorita,19,9585,0.00198226395409494
<s>,ando,19,9585,0.00198226395409494
<s>,bro,19,9585,0.00198226395409494
<s>,cuando,19,9585,0.00198226395409494
<s>,ojalá,19,9585,0.00198226395409494
a,hacer,19,1018,0.018664047151277015
alv,</s>,19,57,0.3333333333333333
con,mi,19,260,0.07307692307692308
la,neta,19,962,0.01975051975051975
lo,mismo,19,570,0.03333333333333333
no,creo,19,1335,0.014232209737827715
ntp,</s>,19,50,0.38
okey,</s>,19,94,0.20212765957446807
oye,bro,19,108,0.17592592592592593
que,ondi,19,2160,0.008796296296296297
se,lo,19,555,0.03423423423423423
si,ya,19,982,0.019348268839103868
una,disculpa,19,193,0.09844559585492228
va,bro,19,1338,0.014200298953662182
van,a,19,33,0.5757575757575758
xddd,</s>,19,20,0.95
y,te,19,937,0.020277481323372464
😁,</s>,19,27,0.7037037037037037
😊,😊,19,100,0.19
30,</s>,18,55,0.32727272727272727
<s>,con,18,9585,0.0018779342723004694
<s>,dice,18,9585,0.0018779342723004694
<s>,voy,18,9585,0.0018779342723004694
de,hecho,18,1096,0.016423357664233577
de,una,18,1096,0.016423357664233577
entonces,si,18,152,0.11842105263157894
eso,</s>,18,192,0.09375
me,.,18,729,0.024691358024691357
okey,muchas,18,94,0.19148936170212766
que,tal,18,2160,0.008333333333333333
se,la,18,555,0.032432432432432434
te,aviso,18,468,0.038461538461538464
yo,te,18,366,0.04918032786885246
<s>,hoy,17,9585,0.001773604590505999
<s>,igual,17,9585,0.001773604590505999
<s>,jajajja,17,9585,0.001773604590505999
<s>,los,17,9585,0.001773604590505999
<s>,mira,17,9585,0.001773604590505999
<s>,perdón,17,9585,0.001773604590505999
<s>,una,17,9585,0.001773604590505999
a,los,17,1018,0.01669941060903733
chido,</s>,17,47,0.3617021276595745
de,todas,17,1096,0.01551094890510949
es,todo,17,646,0.02631578947368421
es,tu,17,646,0.02631578947368421
jajajaj,</s>,17,20,0.85
jajajja,</s>,17,23,0.7391304347826086
la,casa,17,962,0.017671517671517672
onda,pa,17,200,0.085
porque,no,17,124,0.13709677419354838
que,está,17,2160,0.00787037037037037
que,hacer,17,2160,0.00787037037037037
se,puede,17,555,0.03063063063063063
si,está,17,982,0.017311608961303463
si,la,17,982,0.017311608961303463
si,quieres,17,982,0.017311608961303463
tarde,</s>,17,45,0.37777777777777777
te,la,17,468,0.03632478632478633
todos,los,17,41,0.4146341463414634
y,la,17,937,0.01814300960512273
y,lo,17,937,0.01814300960512273
y,se,17,937,0.01814300960512273
ya,casi,17,803,0.021170610211706103
ya,la,17,803,0.021170610211706103
😥,</s>,17,24,0.7083333333333334
2,</s>,16,83,0.1927710843373494
<s>,denada,16,9585,0.0016692749087115284
<s>,jajajajaja,16,9585,0.0016692749087115284
<s>,quien,16,9585,0.0016692749087115284
<s>,ufff,16,9585,0.0016692749087115284
bro,?,16,365,0.043835616438356165
chance,y,16,18,0.8888888888888888
gracias,compañero,16,434,0.03686635944700461
hermano,</s>,16,31,0.5161290322580645
la,tarea,16,962,0.016632016632016633
las,7,16,254,0.06299212598425197
le,voy,16,284,0.056338028169014086
manches,</s>,16,120,0.13333333333333333
mi,parte,16,265,0.06037735849056604
oooo,va,16,40,0.4
para,la,16,287,0.05574912891986063
para,ver,16,287,0.05574912891986063
pensé,que,16,19,0.8421052631578947
plox,</s>,16,21,0.7619047619047619
por,lo,16,362,0.04419889502762431
que,a,16,2160,0.007407407407407408
sabes,que,16,53,0.3018867924528302
se,va,16,555,0.02882882882882883
si,bro,16,982,0.016293279022403257
tienes,que,16,58,0.27586206896551724
todo,chido,16,161,0.09937888198757763
todo,lo,16,161,0.09937888198757763
y,de,16,937,0.017075773745997867
y,pues,16,937,0.017075773745997867
<s>,ahora,15,9585,0.001564945226917058
<s>,apenas,15,9585,0.001564945226917058
<s>,aquí,15,9585,0.001564945226917058
<s>,mi,15,9585,0.001564945226917058
<s>,nel,15,9585,0.001564945226917058
<s>,nooo,15,9585,0.001564945226917058
<s>,temachtiani,15,9585,0.001564945226917058
<s>,ubicación,15,9585,0.001564945226917058
<s>,verde,15,9585,0.001564945226917058
<s>,vlv,15,9585,0.001564945226917058
?,?,15,874,0.017162471395881007
ahora,sí,15,42,0.35714285714285715
como,a,15,174,0.08620689655172414
de,los,15,1096,0.013686131386861315
de,verdad,15,1096,0.013686131386861315
el,de,15,838,0.017899761336515514
el,día,15,838,0.017899761336515514
es,de,15,646,0.02321981424148607
eso,no,15,192,0.078125
más,que,15,142,0.1056338028169014
que,lo,15,2160,0.006944444444444444
que,ondaaaa,15,2160,0.006944444444444444
que,sí,15,2160,0.006944444444444444
todavía,no,15,44,0.3409090909090909
va,entonces,15,1338,0.011210762331838564
verdad,?,15,58,0.25862068965517243
ya,ando,15,803,0.0186799501867995
ya,le,15,803,0.0186799501867995
😩,</s>,15,34,0.4411764705882353
😭,</s>,15,40,0.375
<s>,ahhhhh,14,9585,0.0014606155451225874
<s>,al,14,9585,0.0014606155451225874
<s>,bien,14,9585,0.0014606155451225874
<s>,eiii,14,9585,0.0014606155451225874
<s>,nadamás,14,9585,0.0014606155451225874
<s>,ooo,14,9585,0.0014606155451225874
<s>,siiii,14,9585,0.0014606155451225874
<s>,smn,14,9585,0.0014606155451225874
<s>,uffff,14,9585,0.0014606155451225874
_,_,14,15,0.9333333333333333
chalesnt,</s>,14,28,0.5
días,</s>,14,54,0.25925925925925924
el,jueves,14,838,0.016706443914081145
el,momento,14,838,0.016706443914081145
entonces,no,14,152,0.09210526315789473
gracias,gracias,14,434,0.03225806451612903
hola,josé,14,150,0.09333333333333334
las,8,14,254,0.05511811023622047
le,envío,14,284,0.04929577464788732
mañana,</s>,14,101,0.13861386138613863
me,lo,14,729,0.019204389574759947
no,bro,14,1335,0.010486891385767791
no,voy,14,1335,0.010486891385767791
noche,</s>,14,23,0.6086956521739131
noches,</s>,14,48,0.2916666666666667
nop,</s>,14,23,0.6086956521739131
por,fin,14,362,0.03867403314917127
pregunta,</s>,14,24,0.5833333333333334
que,bueno,14,2160,0.006481481481481481
que,en,14,2160,0.006481481481481481
que,tenga,14,2160,0.006481481481481481
quedó,</s>,14,35,0.4
una,vez,14,193,0.07253886010362694
y,a,14,937,0.014941302027748132
yo,me,14,366,0.03825136612021858
yo,también,14,366,0.03825136612021858
😩,😩,14,34,0.4117647058823529
🙏,</s>,14,21,0.6666666666666666
<s>,andas,13,9585,0.001356285863328117
<s>,ese,13,9585,0.001356285863328117
<s>,jajajaj,13,9585,0.001356285863328117
<s>,oki,13,9585,0.001356285863328117
<s>,ufffa,13,9585,0.001356285863328117
?,xd,13,874,0.014874141876430207
?,😅,13,874,0.014874141876430207
a,ser,13,1018,0.012770137524557957
ahhh,si,13,243,0.053497942386831275
algo,así,13,90,0.14444444444444443
aviso,</s>,13,25,0.52
bueno,eso,13,131,0.09923664122137404
el,profe,13,838,0.015513126491646777
favor,</s>,13,47,0.2765957446808511
gracias,bro,13,434,0.029953917050691243
hola,</s>,13,150,0.08666666666666667
igualmente,</s>,13,28,0.4642857142857143
jajajajja,</s>,13,17,0.7647058823529411
jajajjaja,</s>,13,20,0.65
nel,</s>,13,19,0.6842105263157895
no,la,13,1335,0.009737827715355805
no,puedo,13,1335,0.009737827715355805
para,allá,13,287,0.04529616724738676
perdón,por,13,31,0.41935483870967744
pero,en,13,363,0.03581267217630854
se,llama,13,555,0.023423423423423424
si,le,13,982,0.013238289205702648
solo,para,13,134,0.09701492537313433
todas,maneras,13,31,0.41935483870967744
una,pregunta,13,193,0.06735751295336788
ya,</s>,13,803,0.0161892901618929
🔥,🔥,13,20,0.65
😓,😓,13,23,0.5652173913043478
<s>,así,12,9585,0.0012519561815336462
<s>,jajaj,12,9585,0.0012519561815336462
<s>,las,12,9585,0.0012519561815336462
<s>,mmmmm,12,9585,0.0012519561815336462
<s>,olv,12,9585,0.0012519561815336462
<s>,sabes,12,9585,0.0012519561815336462
<s>,tengo,12,9585,0.0012519561815336462
<s>,vavava,12,9585,0.0012519561815336462
ahhh,okey,12,243,0.04938271604938271
al,grupo,12,153,0.0784313725490196
allá,</s>,12,34,0.35294117647058826
ando,haciendo,12,99,0.12121212121212122
aranza,</s>,12,44,0.2727272727272727
bro,ya,12,365,0.03287671232876712
bueno,es,12,131,0.0916030534351145
bueno,que,12,131,0.0916030534351145
con,todo,12,260,0.046153846153846156
de,ahí,12,1096,0.010948905109489052
de,llegar,12,1096,0.010948905109489052
de,lo,12,1096,0.010948905109489052
el,dinero,12,838,0.014319809069212411
el,que,12,838,0.014319809069212411
en,este,12,576,0.020833333333333332
en,mi,12,576,0.020833333333333332
en,verdad,12,576,0.020833333333333332
entonces,ya,12,152,0.07894736842105263
es,un,12,646,0.018575851393188854
está,muy,12,213,0.056338028169014086
estás,bro,12,84,0.14285714285714285
gracias,😊,12,434,0.027649769585253458
hacer,el,12,77,0.15584415584415584
hola,madrina,12,150,0.08
la,clase,12,962,0.012474012474012475
la,jefa,12,962,0.012474012474012475
la,tarde,12,962,0.012474012474012475
la,verdad,12,962,0.012474012474012475
la,última,12,962,0.012474012474012475
las,6,12,254,0.047244094488188976
mamá,</s>,12,65,0.18461538461538463
me,avisas,12,729,0.01646090534979424
me,salió,12,729,0.01646090534979424
me,voy,12,729,0.01646090534979424
mejor,</s>,12,73,0.1643835616438356
no,está,12,1335,0.008988764044943821
okey,okey,12,94,0.1276595744680851
onda,que,12,200,0.06
que,los,12,2160,0.005555555555555556
que,mi,12,2160,0.005555555555555556
que,tengo,12,2160,0.005555555555555556
se,te,12,555,0.021621621621621623
si,lo,12,982,0.012219959266802444
si,yo,12,982,0.012219959266802444
son,los,12,63,0.19047619047619047
te,dije,12,468,0.02564102564102564
toda,la,12,14,0.8571428571428571
todo,el,12,161,0.07453416149068323
tú,?,12,62,0.1935483870967742
un,momento,12,303,0.039603960396039604
va,yo,12,1338,0.008968609865470852
y,eso,12,937,0.012806830309498399
ya,ví,12,803,0.014943960149439602
<s>,.,11,9585,0.0011476264997391757
<s>,</s>,11,9585,0.0011476264997391757
<s>,ahh,11,9585,0.0011476264997391757
<s>,chance,11,9585,0.0011476264997391757
<s>,cuál,11,9585,0.0011476264997391757
<s>,jajajajja,11,9585,0.0011476264997391757
<s>,jejejeje,11,9585,0.0011476264997391757
<s>,madrina,11,9585,0.0011476264997391757
<s>,sii,11,9585,0.0011476264997391757
<s>,también,11,9585,0.0011476264997391757
<s>,todavía,11,9585,0.0011476264997391757
a,ti,11,1018,0.010805500982318271
ahhh,no,11,243,0.04526748971193416
al,parecer,11,153,0.0718954248366013
antes,de,11,24,0.4583333333333333
bien,bien,11,241,0.04564315352697095
bueno,</s>,11,131,0.08396946564885496
crees,que,11,22,0.5
digo,que,11,58,0.1896551724137931
dije,que,11,27,0.4074074074074074
dijeron,que,11,16,0.6875
el,grupo,11,838,0.013126491646778043
el,tema,11,838,0.013126491646778043
el,trabajo,11,838,0.013126491646778043
el,viernes,11,838,0.013126491646778043
el,último,11,838,0.013126491646778043
eso,si,11,192,0.057291666666666664
había,visto,11,46,0.2391304347826087
la,de,11,962,0.011434511434511435
lo,siento,11,570,0.01929824561403509
los,de,11,239,0.04602510460251046
mamá,que,11,65,0.16923076923076924
me,había,11,729,0.015089163237311385
me,la,11,729,0.015089163237311385
me,parece,11,729,0.015089163237311385
me,podrías,11,729,0.015089163237311385
mejor,y,11,73,0.1506849315068493
mi,mamá,11,265,0.04150943396226415
mira,</s>,11,31,0.3548387096774194
no,pues,11,1335,0.008239700374531835
onda,brou,11,200,0.055
onda,tío,11,200,0.055
papi,</s>,11,15,0.7333333333333333
perfecto,</s>,11,21,0.5238095238095238
por,si,11,362,0.03038674033149171
que,ir,11,2160,0.005092592592592593
se,le,11,555,0.01981981981981982
sé,si,11,45,0.24444444444444444
te,veo,11,468,0.023504273504273504
un,compañero,11,303,0.036303630363036306
va,temachtiani,11,1338,0.008221225710014948
ya,sabe,11,803,0.0136986301369863
ya,solo,11,803,0.0136986301369863
yo,digo,11,366,0.030054644808743168
yo,si,11,366,0.030054644808743168
😀,😀,11,56,0.19642857142857142
😅,🤣,11,712,0.01544943820224719
🤣,no,11,2159,0.005094951366373321
<s>,alaaa,10,9585,0.0010432968179447052
<s>,alaaaaaaaa,10,9585,0.0010432968179447052
<s>,aranza,10,9585,0.0010432968179447052
<s>,avr,10,9585,0.0010432968179447052
<s>,estoy,10,9585,0.0010432968179447052
<s>,igualmente,10,9585,0.0010432968179447052
<s>,jajajjaja,10,9585,0.0010432968179447052
<s>,jejeje,10,9585,0.0010432968179447052
<s>,mañana,10,9585,0.0010432968179447052
<s>,simona,10,9585,0.0010432968179447052
<s>,son,10,9585,0.0010432968179447052
<s>,vaaaa,10,9585,0.0010432968179447052
<s>,👌,10,9585,0.0010432968179447052
<s>,😂,10,9585,0.0010432968179447052
?,🤣,10,874,0.011441647597254004
ahhh,simón,10,243,0.0411522633744856
andas,?,10,44,0.22727272727272727
así,que,10,105,0.09523809523809523
bien,?,10,241,0.04149377593360996
bonita,noche,10,14,0.7142857142857143
broo,</s>,10,13,0.7692307692307693
clase,</s>,10,44,0.22727272727272727
con,lo,10,260,0.038461538461538464
eeee,🤣,10,70,0.14285714285714285
efecto,</s>,10,23,0.43478260869565216
el,lunes,10,838,0.011933174224343675
en,eso,10,576,0.017361111111111112
es,este,10,646,0.015479876160990712
es,mi,10,646,0.015479876160990712
es,muy,10,646,0.015479876160990712
esto,</s>,10,44,0.22727272727272727
hola,hola,10,150,0.06666666666666667
hoy,</s>,10,90,0.1111111111111111
hoy,no,10,90,0.1111111111111111
jajjaa,</s>,10,12,0.8333333333333334
la,hacienda,10,962,0.010395010395010396
la,noche,10,962,0.010395010395010396
la,que,10,962,0.010395010395010396
las,12,10,254,0.03937007874015748
lo,tienes,10,570,0.017543859649122806
madrina,buenas,10,64,0.15625
me,dijeron,10,729,0.013717421124828532
mi,lic,10,265,0.03773584905660377
mmmm,</s>,10,27,0.37037037037037035
momento,</s>,10,31,0.3225806451612903
noches,temachtiani,10,48,0.20833333333333334
onda,apa,10,200,0.05
otra,vez,10,39,0.2564102564102564
parte,</s>,10,34,0.29411764705882354
pasa,</s>,10,30,0.3333333333333333
pero,es,10,363,0.027548209366391185
pero,me,10,363,0.027548209366391185
por,cierto,10,362,0.027624309392265192
por,fis,10,362,0.027624309392265192
que,?,10,2160,0.004629629629629629
que,era,10,2160,0.004629629629629629
que,nos,10,2160,0.004629629629629629
si,pa,10,982,0.010183299389002037
si,voy,10,982,0.010183299389002037
te,mando,10,468,0.021367521367521368
te,moleste,10,468,0.021367521367521368
te,pido,10,468,0.021367521367521368
todo,</s>,10,161,0.062111801242236024
tu,responsabilidad,10,134,0.07462686567164178
tuuu,</s>,10,13,0.7692307692307693
tío,yo,10,78,0.1282051282051282
un,rato,10,303,0.033003300330033
va,padrino,10,1338,0.007473841554559043
voy,</s>,10,135,0.07407407407407407
y,en,10,937,0.010672358591248666
😍,😍,10,19,0.5263157894736842
🤔,</s>,10,16,0.625
),</s>,9,17,0.5294117647058824
<s>,alan,9,9585,0.0009389671361502347
<s>,cuídate,9,9585,0.0009389671361502347
<s>,disculpe,9,9585,0.0009389671361502347
<s>,hasta,9,9585,0.0009389671361502347
<s>,hijaaaaaak,9,9585,0.0009389671361502347
<s>,josé,9,9585,0.0009389671361502347
<s>,mames,9,9585,0.0009389671361502347
<s>,mmmmta,9,9585,0.0009389671361502347
<s>,ouuu,9,9585,0.0009389671361502347
<s>,oyeee,9,9585,0.0009389671361502347
